['N-term', 17, 26, None, None, 'taar3_human', None]
['N-term', 17, None, 'taar3_human', None]
['TM4', 159, '4x53', 'taar3_human', None]
['TM4', 160, '4x54', 'taar3_human', <Structure: 4BVN>]
['TM4', 161, '4x55', 'taar3_human', <Structure: 3D4S>]
['TM4', 162, '4x56', 'taar3_human', None]
['TM4', 163, '4x57', 'taar3_human', <Structure: 3D4S>]
['TM4', 164, '4x58', 'taar3_human', <Structure: 3D4S>]
['TM4', 165, '4x59', 'taar3_human', None]
['TM4', 166, '4x60', 'taar3_human', None]
['TM4', 167, '4x61', 'taar3_human', <Structure: 4IB4>]
['TM4', 168, '4x62', 'taar3_human', <Structure: 3PBL>]
['TM4', 169, '4x63', 'taar3_human', None]
['ECL2', 170, 188, None, '188', 'taar3_human', None]
['ECL2', 170, None, 'taar3_human', None]
['ECL2', 171, None, 'taar3_human', None]
['ECL2', 172, None, 'taar3_human', None]
['ECL2', 173, None, 'taar3_human', None]
['ECL2', 174, None, 'taar3_human', None]
['ECL2', 175, None, 'taar3_human', None]
['ECL2', 176, None, 'taar3_human', None]
['ECL2', 177, None, 'taar3_human', None]
['ECL2', 178, None, 'taar3_human', None]
['ECL2', 179, None, 'taar3_human', None]
['ECL2', 180, None, 'taar3_human', None]
['ECL2', 181, None, 'taar3_human', None]
['ECL2', 182, None, 'taar3_human', None]
['ECL2', 183, None, 'taar3_human', None]
['ECL2', 184, None, 'taar3_human', None]
['ECL2', 185, None, 'taar3_human', None]
['ECL2', 186, None, 'taar3_human', None]
['ECL2', 187, None, 'taar3_human', None]
['ECL2', 188, None, 'taar3_human', None]
['ECL2', 189, 194, '45x50', None, 'taar3_human', <Structure: 3D4S>]
['ECL2', 189, '45x50', 'taar3_human', <Structure: 3D4S>]
['ECL2', 190, '45x51', 'taar3_human', None]
['ECL2', 191, '45x52', 'taar3_human', <Structure: 4IB4>]
['ECL2', 192, None, 'taar3_human', None]
['ECL2', 193, None, 'taar3_human', None]
['ECL2', 194, None, 'taar3_human', <Structure: 3D4S>]
['TM5', 195, 226, '5x36', '5x67', 'taar3_human', <Structure: 3D4S>]
['TM5', 195, '5x36', 'taar3_human', <Structure: 4MBS>]
['TM5', 196, '5x37', 'taar3_human', <Structure: 4XNV>]
['TM5', 197, '5x38', 'taar3_human', <Structure: 3RZE>]
['TM5', 198, '5x39', 'taar3_human', None]
['TM5', 199, '5x40', 'taar3_human', <Structure: 4IAR>]
['TM5', 200, '5x41', 'taar3_human', <Structure: 3PBL>]
['TM5', 201, '5x42', 'taar3_human', None]
['TM5', 202, '5x43', 'taar3_human', <Structure: 4S0V>]
['TM5', 203, '5x44', 'taar3_human', <Structure: 4IAR>]
['TM5', 204, '5x45', 'taar3_human', <Structure: 3V2Y>]
['TM5', 205, '5x46', 'taar3_human', <Structure: 4EIY>]
['TM5', 206, '5x47', 'taar3_human', <Structure: 3D4S>]
['TM5', 207, '5x48', 'taar3_human', <Structure: 4IB4>]
['TM5', 208, '5x49', 'taar3_human', <Structure: 4IB4>]
['TM5', 209, '5x50', 'taar3_human', <Structure: 3D4S>]
['TM5', 210, '5x51', 'taar3_human', <Structure: 3ODU>]
['TM5', 211, '5x52', 'taar3_human', <Structure: 4XT1>]
['TM5', 212, '5x53', 'taar3_human', <Structure: 3D4S>]
['TM5', 213, '5x54', 'taar3_human', <Structure: 3D4S>]
['TM5', 214, '5x55', 'taar3_human', <Structure: 3D4S>]
['TM5', 215, '5x56', 'taar3_human', <Structure: 4EIY>]
['TM5', 216, '5x57', 'taar3_human', None]
['TM5', 217, '5x58', 'taar3_human', <Structure: 3D4S>]
['TM5', 218, '5x59', 'taar3_human', <Structure: 4IAR>]
['TM5', 219, '5x60', 'taar3_human', <Structure: 3RZE>]
['TM5', 220, '5x61', 'taar3_human', <Structure: 3PBL>]
['TM5', 221, '5x62', 'taar3_human', <Structure: 3D4S>]
['TM5', 222, '5x63', 'taar3_human', None]
['TM5', 223, '5x64', 'taar3_human', <Structure: 3PBL>]
['TM5', 224, '5x65', 'taar3_human', <Structure: 3UON>]
['TM5', 225, '5x66', 'taar3_human', <Structure: 3D4S>]
['TM5', 226, '5x67', 'taar3_human', <Structure: 3PBL>]
['ICL3', 227, 248, None, None, 'taar3_human', None]
['ICL3', 227, None, 'taar3_human', None]
['ICL3', 228, None, 'taar3_human', None]
['ICL3', 229, None, 'taar3_human', None]
['ICL3', 230, None, 'taar3_human', None]
['ICL3', 231, None, 'taar3_human', None]
['ICL3', 232, None, 'taar3_human', None]
['ICL3', 233, None, 'taar3_human', None]
['ICL3', 234, None, 'taar3_human', None]
['ICL3', 235, None, 'taar3_human', None]
['ICL3', 236, None, 'taar3_human', None]
['ICL3', 239, None, 'taar3_human', None]
['ICL3', 240, None, 'taar3_human', None]
['ICL3', 241, None, 'taar3_human', None]
['ICL3', 242, None, 'taar3_human', None]
['ICL3', 243, None, 'taar3_human', None]
['ICL3', 244, None, 'taar3_human', None]
['ICL3', 245, None, 'taar3_human', None]
['ICL3', 246, None, 'taar3_human', None]
['ICL3', 247, None, 'taar3_human', None]
['ICL3', 248, None, 'taar3_human', None]
['TM6', 249, 282, '6x28', '6x61', 'taar3_human', <Structure: 3D4S>]
['TM6', 249, '6x28', 'taar3_human', <Structure: 4MBS>]
['TM6', 250, '6x29', 'taar3_human', <Structure: 3D4S>]
['TM6', 251, '6x30', 'taar3_human', None]
['TM6', 252, '6x31', 'taar3_human', <Structure: 4IAR>]
['TM6', 253, '6x32', 'taar3_human', <Structure: 3D4S>]
['TM6', 254, '6x33', 'taar3_human', <Structure: 3D4S>]
['TM6', 255, '6x34', 'taar3_human', <Structure: 3RZE>]
['TM6', 256, '6x35', 'taar3_human', <Structure: 3D4S>]
['TM6', 257, '6x36', 'taar3_human', <Structure: 3D4S>]
['TM6', 258, '6x37', 'taar3_human', <Structure: 3D4S>]
['TM6', 259, '6x38', 'taar3_human', <Structure: 3D4S>]
['TM6', 260, '6x39', 'taar3_human', <Structure: 3D4S>]
['TM6', 261, '6x40', 'taar3_human', <Structure: 3PBL>]
['TM6', 262, '6x41', 'taar3_human', <Structure: 3D4S>]
['TM6', 263, '6x42', 'taar3_human', <Structure: 3D4S>]
['TM6', 264, '6x43', 'taar3_human', <Structure: 4BVN>]
['TM6', 265, '6x44', 'taar3_human', <Structure: 3D4S>]
['TM6', 266, '6x45', 'taar3_human', <Structure: 4IB4>]
['TM6', 267, '6x46', 'taar3_human', <Structure: 3V2Y>]
['TM6', 268, '6x47', 'taar3_human', <Structure: 3D4S>]
['TM6', 269, '6x48', 'taar3_human', <Structure: 3D4S>]
['TM6', 270, '6x49', 'taar3_human', <Structure: 3D4S>]
['TM6', 271, '6x50', 'taar3_human', <Structure: 3D4S>]
['TM6', 272, '6x51', 'taar3_human', None]
['TM6', 273, '6x52', 'taar3_human', <Structure: 3D4S>]
['TM6', 274, '6x53', 'taar3_human', <Structure: 3PBL>]
['TM6', 275, '6x54', 'taar3_human', None]
['TM6', 276, '6x55', 'taar3_human', <Structure: 3UON>]
['TM6', 277, '6x56', 'taar3_human', <Structure: 4IAR>]
['TM6', 278, '6x57', 'taar3_human', <Structure: 3UON>]
['TM6', 279, '6x58', 'taar3_human', <Structure: 3V2Y>]
['TM6', 280, '6x59', 'taar3_human', None]
['TM6', 281, '6x60', 'taar3_human', None]
['TM6', 282, '6x61', 'taar3_human', None]
['ECL3', 283, 287, None, None, 'taar3_human', <Structure: 3D4S>]
['ECL3', 283, None, 'taar3_human', <Structure: 3D4S>]
['ECL3', 284, None, 'taar3_human', None]
['ECL3', 285, None, 'taar3_human', None]
['ECL3', 286, None, 'taar3_human', None]
['ECL3', 287, None, 'taar3_human', None]
['TM7', 288, 312, '7x32', '7x56', 'taar3_human', <Structure: 3D4S>]
['TM7', 288, '7x32', 'taar3_human', None]
['TM7', 289, '7x33', 'taar3_human', <Structure: 3PBL>]
['TM7', 290, '7x34', 'taar3_human', <Structure: 3ODU>]
['TM7', 291, '7x35', 'taar3_human', <Structure: 3VW7>]
['TM7', 292, '7x36', 'taar3_human', None]
['TM7', 293, '7x37', 'taar3_human', <Structure: 3D4S>]
['TM7', 294, '7x38', 'taar3_human', <Structure: 3D4S>]
['TM7', 295, '7x39', 'taar3_human', <Structure: 4EIY>]
['TM7', 296, '7x40', 'taar3_human', <Structure: 3D4S>]
['TM7', 297, '7x41', 'taar3_human', <Structure: 4GRV>]
['TM7', 298, '7x42', 'taar3_human', None]
['TM7', 299, '7x43', 'taar3_human', <Structure: 3D4S>]
['TM7', 300, '7x44', 'taar3_human', None]
['TM7', 301, '7x45', 'taar3_human', <Structure: 3D4S>]
['TM7', 302, '7x46', 'taar3_human', <Structure: 3D4S>]
['TM7', 303, '7x47', 'taar3_human', <Structure: 3RZE>]
['TM7', 304, '7x48', 'taar3_human', None]
['TM7', 305, '7x49', 'taar3_human', <Structure: 3D4S>]
['TM7', 306, '7x50', 'taar3_human', <Structure: 3D4S>]
['TM7', 307, '7x51', 'taar3_human', <Structure: 3D4S>]
['TM7', 308, '7x52', 'taar3_human', <Structure: 3D4S>]
['TM7', 309, '7x53', 'taar3_human', None]
['TM7', 310, '7x54', 'taar3_human', <Structure: 4YAY>]
['TM7', 311, '7x55', 'taar3_human', <Structure: 4DJH>]
['TM7', 312, '7x56', 'taar3_human', <Structure: 3PBL>]
['ICL4', 313, 313, None, None, 'taar3_human', None]
['ICL4', 313, None, 'taar3_human', None]
['H8', 314, 324, '8x48', '8x58', 'taar3_human', <Structure: 3D4S>]
['H8', 314, '8x48', 'taar3_human', <Structure: 3D4S>]
['H8', 315, '8x49', 'taar3_human', None]
['H8', 316, '8x50', 'taar3_human', <Structure: 3D4S>]
['H8', 317, '8x51', 'taar3_human', None]
['H8', 318, '8x52', 'taar3_human', <Structure: 3PBL>]
['H8', 319, '8x53', 'taar3_human', <Structure: 3D4S>]
['H8', 320, '8x54', 'taar3_human', <Structure: 3D4S>]
['H8', 321, '8x55', 'taar3_human', <Structure: 4BVN>]
['H8', 322, '8x56', 'taar3_human', None]
['H8', 323, '8x57', 'taar3_human', <Structure: 3PBL>]
['H8', 324, '8x58', 'taar3_human', None]
['C-term', 325, 334, None, None, 'taar3_human', None]
['C-term', 325, None, 'taar3_human', None]
['C-term', 326, None, 'taar3_human', None]
['C-term', 327, None, 'taar3_human', None]
['C-term', 328, None, 'taar3_human', None]
['C-term', 329, None, 'taar3_human', None]
['C-term', 330, None, 'taar3_human', None]
['C-term', 331, None, 'taar3_human', None]
['C-term', 332, None, 'taar3_human', None]
['C-term', 333, None, 'taar3_human', None]
['C-term', 334, None, 'taar3_human', None]
